,Timestamp,DriverID,Driver Age,Gender,Credit Score,Vehicle Age,Vehicle Type,Vehicle Use,Insurance Duration,Years with No Claim,Total Miles Driven,Average Speed,Maximum Speed,Acceleration Events,Braking Events,Driving during Night (%),Driving during Weekends (%),City Driving (%),Highway Driving (%),Weather Conditions (%),GPS Speed,Number of Claims,Claim Amount,Claim Severity,Temperature (°C),Weather,Fuel Efficiency (mpg),RPM,Engine Load (%)
0,2023-04-13,1,36.347590225101534,Male,647.974288782201,3.3566162451337678,SUV,Personal,6.6502002963858,7.543139083475832,11650.725688703604,18.267830882636396,54.30491556008708,83,105,42.27229756590244,33.76865716156386,25.252178546598014,74.74782145340198,46.88719133937187,15.825857143692266,0,0.0,Minor,7.359668135559438,Foggy,28.61287076286019,653.4738120476113,54.94560943583606
1,2023-12-15,2,23.28830227505935,Male,700.9937311395884,11.89283594616098,Sedan,Personal,1.6944437528616745,9.34339039864091,18182.25429012971,71.25011708845823,25.81154889657546,91,95,58.80801745508357,16.504185993180084,63.56765796112597,36.43234203887403,22.335901583710406,70.4737083385506,1,10393.903376752145,Minor,24.857637976080884,Sunny,22.871247742513045,5493.649168381969,92.40640570081526
2,2023-09-28,3,60.35873535181793,Male,696.1971390359136,25.0,SUV,Commercial,3.8305865936637384,6.152739443066716,18762.29127755697,4.909895971218257,33.98326752708547,93,104,13.48671243356259,5.593065161662786,26.79395483906046,73.20604516093954,12.312043048558168,2.519756635788593,0,0.0,Minor,14.185061831401452,Sunny,21.048824377393935,4562.285565806965,35.792533597611545
3,2023-04-17,4,44.68978078148468,Male,736.9048547055224,14.434664551004985,Sedan,Personal,6.598834342824066,4.66112202181734,20140.92970041044,31.900891024168754,66.32456310381363,103,97,18.31471133671955,7.784754869540994,65.59610608665554,34.40389391334446,21.87289386664334,35.085704913919656,1,5200.616226212463,Minor,21.012612903744532,Sunny,21.719880575159745,1583.870128158477,29.951685384197567
4,2023-03-13,5,35.08043095130517,Male,702.4026399302463,21.236473556058368,Sedan,Personal,9.134208239014056,5.025509561090013,22126.662171141525,64.7457621205952,89.0283608318295,105,90,32.42818243748378,10.744302950046155,10.607398219410346,89.39260178058966,17.56056581830595,64.14583502764849,1,13160.987861342137,Minor,13.931231682116245,Sunny,24.74114995495185,5809.317075033103,68.62035997951952
5,2023-07-08,6,53.28056888986968,Male,803.7532319584651,0.07681867932022943,Sedan,Personal,9.397007523827167,3.2154207499749123,14284.128819699781,40.85988824963052,16.89473799033834,107,109,39.02978059453514,37.43678729046715,53.019428480168294,46.980571519831706,22.883374176482448,45.03298688800477,1,4729.022558625939,Minor,36.28167981050151,Rainy,26.144964274303465,3632.795656443004,7.733502902432942
6,2023-01-21,7,30.27235483239999,Male,674.4297932298864,6.536435933788724,Truck,Personal,8.55020460114137,0.5726598020023543,8865.22373720641,65.09780432625402,62.7138976251505,94,108,19.142917233100967,16.92045932440496,33.67609009905046,66.32390990094953,50.425941896495544,70.07687096040696,0,0.0,Minor,18.504866340036987,Sunny,33.96005885615543,5861.883600317718,22.196708844760828
7,2023-04-13,8,44.06622034222674,Female,675.0190025109763,1.5937919575776904,Sedan,Personal,3.288812856053874,7.174659681821156,9347.239822676493,13.29406407817805,3.6208650106850016,92,108,39.16545235156025,33.89817451063034,72.57609668972677,27.423903310273232,6.772274455983364,14.58830155212642,0,0.0,Minor,18.24893164722119,Sunny,19.71679687805888,1195.4661745864148,19.12862217539818
8,2023-05-02,9,38.27370865709165,Female,649.8056974973473,10.035343133620675,Sedan,Personal,5.260436873624737,0.1984971413366743,23675.797043004353,20.152930513635763,21.995343676745843,104,110,19.067513735975407,38.904550931764845,21.44476619120801,78.555233808792,5.634731605848339,20.72324183925454,1,988.6327312143201,Minor,25.644711302655544,Snowy,27.324036729325723,4394.87117198049,30.36787486919299
9,2023-08-03,10,46.386771398803006,Male,684.2834169177089,8.40288392353053,Sedan,Personal,4.900513552048921,0.6411321812070947,23076.44884800849,31.9147500497637,96.43850949013488,95,82,56.99467166580566,16.84545199370783,96.91280292879294,3.0871970712070578,55.556020114566316,35.83362317073749,0,0.0,Minor,13.586549517027494,Sunny,27.413576511874616,3061.5825144445485,41.104839111533956
10,2023-11-27,11,39.36426460813878,Male,691.5529560541477,2.755414026988266,SUV,Personal,4.948167699230822,3.3412704984953603,21691.827761565386,68.73168255825439,33.155670194488884,101,98,6.295417538918445,37.38368408198138,53.266800040504414,46.733199959495586,46.21894516968793,65.03947412914934,0,0.0,Minor,27.579827602115685,Sunny,25.081564664398268,2172.8167935372494,25.735158546604374
11,2023-03-29,12,25.49072108888776,Male,694.0605264977938,3.205247462398825,Truck,Personal,1.4480612455697162,9.310645250102823,12072.46737865369,76.57269426251902,33.94695273877457,106,120,33.50885745852541,3.2712055319900326,41.82162297426256,58.17837702573744,51.951401470604075,74.07991934768279,0,0.0,Minor,29.962459328711667,Sunny,26.27540209760454,3767.434540373559,12.416957265352313
